year,importer_name,export_value,exporter_name,import_value
2022,Mauritania,163522242.0,Mauritania,7296559.0
2022,Mauritius,200257551.0,Mauritius,190392106.0
2022,Mexico,299188603998.0,Mexico,425089309230.0
2022,Micronesia,53872929.0,Micronesia,1768746.0
2022,Moldova,125651519.0,Moldova,80606176.0
2022,Mongolia,267330105.0,Mongolia,23879917.0
2022,Montenegro,61995064.0,Montenegro,6653714.0
2022,Montserrat,21020137.0,Montserrat,1544285.0
2022,Morocco,4588198605.0,Morocco,1835408457.0
2022,Mozambique,253193302.99999997,Mozambique,194195503.0
2022,Namibia,262691068.0,Namibia,203825038.0
2022,Nauru,982627.0,Nauru,2525666.0
2022,Nepal,275012863.0,Nepal,148032079.0
2022,Netherlands,66461953738.0,Netherlands,27717613281.0
2022,New Caledonia,60618285.0,New Caledonia,45102645.0
2022,New Zealand,4337378343.0,New Zealand,5222488118.0
2022,Nicaragua,2867215312.0,Nicaragua,4061646348.0
2022,Niger,145989599.0,Niger,8552469.0
2022,Nigeria,3270968360.0,Nigeria,4839001077.0
2022,Niue,457505.0,Niue,2484233.0
2022,Norfolk Island,48655.0,Norfolk Island,271019.0
2022,North Macedonia,177300641.0,North Macedonia,173654207.0
2022,Norway,5604500214.0,Norway,5866672315.0
2022,Oman,1153559051.0,Oman,2818098738.0
2022,Pakistan,3369767556.0,Pakistan,6248543732.0
2022,Palau,20986078.0,Palau,539834.0
2022,Palestine,14006996.0,Palestine,11130101.0
2022,Panama,10709298873.0,Panama,387467293.0
2022,Papua New Guinea,97098305.0,Papua New Guinea,75795502.99999999
2022,Paraguay,1586923673.0,Paraguay,274503094.0
2022,Peru,14111755228.0,Peru,8691289591.0
2022,Philippines,8641783478.0,Philippines,16364759867.0
2022,Pitcairn Islands,12907.0,Pitcairn Islands,502451.0
2022,Poland,11666838618.0,Poland,11489308264.0
2022,Portugal,3478420554.0,Portugal,5903024093.0
2022,Qatar,3983882628.0,Qatar,2950810279.0
2022,Republic of the Congo,174244595.0,Republic of the Congo,150000177.0
2022,Romania,1230128662.0,Romania,3453645805.0
2022,Russia,1625873151.0,Russia,14994064940.0
2022,Rwanda,58465849.00000001,Rwanda,58533735.0
2022,Saint Helena,9498930.0,Saint Helena,21229845.000000004
2022,Saint Kitts and Nevis,152369923.0,Saint Kitts and Nevis,26734065.0
2022,Saint Lucia,867951060.0000001,Saint Lucia,9204171.0
2022,Saint Martin,659681999.0,Saint Martin,3693565.0
2022,Saint Pierre and Miquelon,125649.0,Saint Pierre and Miquelon,16041.0
2022,Saint Vincent and the Grenadines,132980174.00000001,Saint Vincent and the Grenadines,8144099.0
2022,Samoa,33935298.0,Samoa,9863279.0
2022,San Marino,803348.0,San Marino,20016515.0
2022,Sao Tome and Principe,4111063.0,Sao Tome and Principe,849450.0
2022,Saudi Arabia,11010374782.0,Saudi Arabia,23891269871.0
2022,Senegal,387276291.0,Senegal,524587103.0
2022,Serbia,622683673.0,Serbia,619254447.0
2022,Seychelles,22708415.0,Seychelles,15330483.000000002
2022,Sierra Leone,99639184.0,Sierra Leone,17739743.0
2022,Singapore,43198063887.0,Singapore,28441973979.0
2022,Slovakia,763251940.0,Slovakia,4197697712.0
2022,Slovenia,729661277.0,Slovenia,1151502283.0
2022,Solomon Islands,6512174.0,Solomon Islands,1458647.0
2022,Somalia,83787738.0,Somalia,477322.0
2022,South Africa,6073241753.0,South Africa,11181737889.0
2022,South Korea,78160058193.0,South Korea,113785233256.0
2022,South Sudan,38543938.0,South Sudan,30242.0
2022,Spain,31292176500.0,Spain,21785063529.0
2022,Sri Lanka,388746905.0,Sri Lanka,3623328637.0
2022,Sudan,125855406.0,Sudan,37996156.0
2022,Suriname,476511003.0,Suriname,64128523.0
2022,Sweden,7554897044.0,Sweden,17717299495.0
2022,Switzerland,38053318444.0,Switzerland,49777333582.0
2022,Syria,1644017.0,Syria,9071933.0
2022,Tajikistan,42675283.0,Tajikistan,1443131.0
2022,Tanzania,312683097.0,Tanzania,167929772.0
2022,Thailand,16493405980.0,Thailand,57684122582.0
2022,Timor-Leste,27687369.000000004,Timor-Leste,12614865.0
2022,Togo,413385732.0,Togo,90492250.0
2022,Tonga,12626389.0,Tonga,3939518.0
2022,Trinidad and Tobago,2624824249.0,Trinidad and Tobago,5516050734.0
2022,Tunisia,750154428.0,Tunisia,819028609.0
2022,Turkey,15016029678.0,Turkey,17478666803.0
2022,Turkmenistan,48718274.0,Turkmenistan,48787630.0
2022,Turks and Caicos Islands,331848631.0,Turks and Caicos Islands,5385174.0
2022,Tuvalu,863305.0,Tuvalu,191230.0
2022,Uganda,137029612.0,Uganda,175083491.0
2022,Ukraine,1987921781.0,Ukraine,979653238.0
2022,United Arab Emirates,19804715370.0,United Arab Emirates,7563827060.0
2022,United Kingdom,75337551681.0,United Kingdom,60895452954.0
2022,Uruguay,2160426429.0,Uruguay,823940518.0000001
2022,Uzbekistan,305112904.0,Uzbekistan,58401219.0
2022,Vanuatu,8668489.0,Vanuatu,7043154.0
2022,Venezuela,2209575812.0,Venezuela,437889236.0
2022,Vietnam,11933948632.0,Vietnam,120603674011.0
2022,Wallis and Futuna,25494.0,Wallis and Futuna,112969.0
2022,Yemen,377552927.0,Yemen,31815320.0
2022,Zambia,198416977.0,Zambia,127568941.0
2022,Zimbabwe,50876433.0,Zimbabwe,88677439.0
